Timestamp (ns),Human-Readable Time (UTC),ciee/ devices/ meter/ 0xd8d5b9000000a110/ demand (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ demand (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ demand (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ demand (Count),ciee/ devices/ meter/ 0xd8d5b9000000a110/ price (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ price (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ price (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ price (Count),ciee/ devices/ meter/ 0xd8d5b9000000a110/ summation_received (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ summation_received (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ summation_received (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ summation_received (Count),ciee/ devices/ meter/ 0xd8d5b9000000a110/ summation_delivered (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ summation_delivered (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ summation_delivered (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ summation_delivered (Count),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507892236564561920,2017-10-13 10:57:16.564561920,1760.000000,1964.282238,3360.000000,411,0.211970,0.211970,0.211970,411,0.250000,0.250000,0.250000,411,774.313000,774.327959,774.342000,411,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507894435587817472,2017-10-13 11:33:55.587817472,1760.000000,1870.851582,3320.000000,411,0.211970,0.211970,0.211970,411,0.250000,0.250000,0.250000,411,774.342000,774.357876,774.370000,411,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507896634611073024,2017-10-13 12:10:34.611073024,1760.000000,2337.365854,4000.000000,410,0.211970,0.211970,0.211970,410,0.250000,0.250000,0.250000,410,774.370000,774.387449,774.406000,410,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507898833634328576,2017-10-13 12:47:13.634328576,2480.000000,2649.359606,4080.000000,406,0.211970,0.211970,0.211970,406,0.250000,0.250000,0.250000,406,774.406000,774.425872,774.445000,406,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507901032657584128,2017-10-13 13:23:52.657584128,1840.000000,2353.316953,3840.000000,407,0.211970,0.211970,0.211970,407,0.250000,0.250000,0.250000,407,774.445000,774.466926,774.486000,407,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507903231680839680,2017-10-13 14:00:31.680839680,1800.000000,1921.081081,3320.000000,407,0.211970,0.211970,0.211970,407,0.250000,0.250000,0.250000,407,774.486000,774.500027,774.515000,407,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507905430704095232,2017-10-13 14:37:10.704095232,1760.000000,2245.951220,4160.000000,410,0.211970,0.211970,0.211970,410,0.250000,0.250000,0.250000,410,774.515000,774.530646,774.548000,410,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507907629727350784,2017-10-13 15:13:49.727350784,1760.000000,1911.637280,3320.000000,397,0.211970,0.226925,0.239330,397,0.250000,0.250000,0.250000,397,774.548000,774.564914,774.581000,397,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507909828750606336,2017-10-13 15:50:28.750606336,1800.000000,3134.747475,4680.000000,396,0.239330,0.239330,0.239330,396,0.250000,0.250000,0.250000,396,774.581000,774.598732,774.624000,396,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507912027773861888,2017-10-13 16:27:07.773861888,2400.000000,2971.486146,5080.000000,397,0.239330,0.239330,0.239330,397,0.250000,0.250000,0.250000,397,774.624000,774.647068,774.669000,397,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507914226797117440,2017-10-13 17:03:46.797117440,2680.000000,3872.982456,5520.000000,399,0.239330,0.239330,0.239330,399,0.250000,0.250000,0.250000,399,774.669000,774.695388,774.728000,399,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507916425820372992,2017-10-13 17:40:25.820372992,3520.000000,6415.062344,15440.000000,401,0.239330,0.239330,0.239330,401,0.250000,0.250000,0.250000,401,774.728000,774.756112,774.780000,401,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507918624843628544,2017-10-13 18:17:04.843628544,3560.000000,6924.800000,16360.000000,400,0.239330,0.239330,0.239330,400,0.250000,0.250000,0.250000,400,774.780000,774.855832,774.899000,400,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507920823866884096,2017-10-13 18:53:43.866884096,3680.000000,5044.107579,10800.000000,409,0.239330,0.258990,0.262980,409,0.250000,0.250000,0.250000,409,774.899000,774.965958,775.009000,409,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507923022890139648,2017-10-13 19:30:22.890139648,3920.000000,5919.901961,11360.000000,408,0.262980,0.262980,0.262980,408,0.250000,0.250000,0.250000,408,775.009000,775.047799,775.095000,408,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507925221913395200,2017-10-13 20:07:01.913395200,3920.000000,8082.058824,12040.000000,408,0.262980,0.262980,0.262980,408,0.250000,0.250000,0.250000,408,775.095000,775.145944,775.196000,408,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507927420936650752,2017-10-13 20:43:40.936650752,3880.000000,7927.029703,12160.000000,404,0.262980,0.262980,0.262980,404,0.250000,0.250000,0.250000,404,775.196000,775.260616,775.330000,404,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507929619959906304,2017-10-13 21:20:19.959906304,3520.000000,8128.633094,16960.000000,417,0.262980,0.262980,0.262980,417,0.250000,0.250000,0.250000,417,775.330000,775.387727,775.438000,417,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507931818983161856,2017-10-13 21:56:58.983161856,3720.000000,7643.557692,16840.000000,416,0.262980,0.262980,0.262980,416,0.250000,0.250000,0.250000,416,775.438000,775.504067,775.555000,416,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507934018006417408,2017-10-13 22:33:38.006417408,4360.000000,7501.890547,16720.000000,402,0.262980,0.262980,0.262980,402,0.250000,0.250000,0.250000,402,775.555000,775.632721,775.699000,402,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507936217029672960,2017-10-13 23:10:17.029672960,3880.000000,7175.879397,16520.000000,398,0.262980,0.262980,0.262980,398,0.250000,0.250000,0.250000,398,775.699000,775.750455,775.800000,398,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507938416052928512,2017-10-13 23:46:56.052928512,3640.000000,5540.641975,10680.000000,405,0.262980,0.262980,0.262980,405,0.250000,0.250000,0.250000,405,775.800000,775.843840,775.881000,405,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507940615076184064,2017-10-14 00:23:35.076184064,3560.000000,6883.283582,11280.000000,402,0.239330,0.262804,0.262980,402,0.250000,0.250000,0.250000,402,775.881000,775.930639,775.992000,402,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507942814099439616,2017-10-14 01:00:14.099439616,3360.000000,5003.709273,10120.000000,399,0.239330,0.239330,0.239330,399,0.250000,0.250000,0.250000,399,776.011000,776.032363,776.075000,399,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507945013122695168,2017-10-14 01:36:53.122695168,3120.000000,5816.923077,10200.000000,390,0.239330,0.239330,0.239330,390,0.250000,0.250000,0.250000,390,776.075000,776.110510,776.151000,390,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507947212145950720,2017-10-14 02:13:32.145950720,2960.000000,4384.000000,10080.000000,385,0.239330,0.239330,0.239330,385,0.250000,0.250000,0.250000,385,776.151000,776.196465,776.236000,385,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507949411169206272,2017-10-14 02:50:11.169206272,2720.000000,3594.070352,9480.000000,398,0.239330,0.239330,0.239330,398,0.250000,0.250000,0.250000,398,776.236000,776.260658,776.291000,398,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507951610192461824,2017-10-14 03:26:50.192461824,2720.000000,3797.171717,8240.000000,396,0.239330,0.239330,0.239330,396,0.250000,0.250000,0.250000,396,776.291000,776.318098,776.345000,396,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507953809215717376,2017-10-14 04:03:29.215717376,2480.000000,3411.243781,8200.000000,402,0.211970,0.231571,0.239330,402,0.250000,0.250000,0.250000,402,776.345000,776.377731,776.406000,402,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507956008238972928,2017-10-14 04:40:08.238972928,2520.000000,2965.432099,4640.000000,405,0.211970,0.211970,0.211970,405,0.250000,0.250000,0.250000,405,776.406000,776.424827,776.449000,405,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507958207262228480,2017-10-14 05:16:47.262228480,2040.000000,2201.572482,3760.000000,407,0.211970,0.211970,0.211970,407,0.250000,0.250000,0.250000,407,776.449000,776.466577,776.483000,407,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507960406285484032,2017-10-14 05:53:26.285484032,2080.000000,3013.975904,5720.000000,249,0.211970,0.211970,0.211970,249,0.250000,0.250000,0.250000,249,776.483000,776.494940,776.508000,249,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507962605308739584,2017-10-14 06:30:05.308739584,3640.000000,5106.191781,8080.000000,365,0.211970,0.211970,0.211970,365,0.250000,0.250000,0.250000,365,776.508000,776.568041,776.605000,365,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507964804331995136,2017-10-14 07:06:44.331995136,1680.000000,2440.681265,5840.000000,411,0.211970,0.211970,0.211970,411,0.250000,0.250000,0.250000,411,776.605000,776.631995,776.650000,411,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507967003355250688,2017-10-14 07:43:23.355250688,1640.000000,2608.333333,4400.000000,408,0.211970,0.211970,0.211970,408,0.250000,0.250000,0.250000,408,776.650000,776.665706,776.678000,408,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507969202378506240,2017-10-14 08:20:02.378506240,1520.000000,2227.053140,4480.000000,414,0.211970,0.211970,0.211970,414,0.250000,0.250000,0.250000,414,776.690000,776.708374,776.726000,414,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507971401401761792,2017-10-14 08:56:41.401761792,1480.000000,1737.281553,3240.000000,412,0.211970,0.211970,0.211970,412,0.250000,0.250000,0.250000,412,776.726000,776.738468,776.748000,412,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507973600425017344,2017-10-14 09:33:20.425017344,1520.000000,1809.560976,3320.000000,410,0.211970,0.211970,0.211970,410,0.250000,0.250000,0.250000,410,776.748000,776.766368,776.779000,410,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507975799448272896,2017-10-14 10:09:59.448272896,1480.000000,2070.146341,3880.000000,410,0.211970,0.211970,0.211970,410,0.250000,0.250000,0.250000,410,776.783000,776.794220,776.811000,410,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507977998471528448,2017-10-14 10:46:38.471528448,2120.000000,2301.508516,3680.000000,411,0.211970,0.211970,0.211970,411,0.250000,0.250000,0.250000,411,776.811000,776.828319,776.846000,411,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507980197494784000,2017-10-14 11:23:17.494784000,1440.000000,2156.870416,3760.000000,409,0.211970,0.211970,0.211970,409,0.250000,0.250000,0.250000,409,776.846000,776.863628,776.879000,409,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507982396518039552,2017-10-14 11:59:56.518039552,1440.000000,1703.609756,3200.000000,410,0.211970,0.211970,0.211970,410,0.250000,0.250000,0.250000,410,776.883000,776.893883,776.908000,410,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507984595541295104,2017-10-14 12:36:35.541295104,1440.000000,1740.780488,3240.000000,410,0.211970,0.211970,0.211970,410,0.250000,0.250000,0.250000,410,776.908000,776.920883,776.934000,410,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507986794564550656,2017-10-14 13:13:14.564550656,1560.000000,1839.019608,3440.000000,408,0.211970,0.211970,0.211970,408,0.250000,0.250000,0.250000,408,776.934000,776.948279,776.960000,408,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507988993587806208,2017-10-14 13:49:53.587806208,1680.000000,2332.153110,4360.000000,418,0.211970,0.211970,0.211970,418,0.250000,0.250000,0.250000,418,776.960000,776.978703,776.998000,418,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507991192611061760,2017-10-14 14:26:32.611061760,1520.000000,1777.243108,3160.000000,399,0.211970,0.211970,0.211970,399,0.250000,0.250000,0.250000,399,776.998000,777.012346,777.026000,399,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507993391634317312,2017-10-14 15:03:11.634317312,1560.000000,1764.148148,3240.000000,405,0.211970,0.219469,0.239330,405,0.250000,0.250000,0.250000,405,777.026000,777.039696,777.051000,405,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507995590657572864,2017-10-14 15:39:50.657572864,1520.000000,1693.694581,3160.000000,406,0.239330,0.239330,0.239330,406,0.250000,0.250000,0.250000,406,777.051000,777.065377,777.080000,406,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507997789680828416,2017-10-14 16:16:29.680828416,1520.000000,1625.790754,3200.000000,411,0.239330,0.239330,0.239330,411,0.250000,0.250000,0.250000,411,777.080000,777.092058,777.104000,411,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1507999988704083968,2017-10-14 16:53:08.704083968,1400.000000,1836.496350,3640.000000,411,0.239330,0.239330,0.239330,411,0.250000,0.250000,0.250000,411,777.104000,777.117898,777.132000,411,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1508002187727339520,2017-10-14 17:29:47.727339520,1520.000000,1647.614458,3240.000000,415,0.239330,0.239330,0.239330,415,0.250000,0.250000,0.250000,415,777.132000,777.145487,777.159000,415,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1508004386750595072,2017-10-14 18:06:26.750595072,1520.000000,1945.098039,3720.000000,408,0.000000,0.236984,0.239330,408,0.000000,0.226103,0.250000,408,0.000000,702.886142,777.188000,408,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1508006585773850624,2017-10-14 18:43:05.773850624,1520.000000,4272.884615,8880.000000,416,0.239330,0.251780,0.262980,416,0.250000,0.250000,0.250000,416,777.188000,777.211337,777.238000,416,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1508008784797106176,2017-10-14 19:19:44.797106176,1400.000000,4287.255370,7480.000000,419,0.262980,0.262980,0.262980,419,0.250000,0.250000,0.250000,419,777.238000,777.275315,777.306000,419,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1508010983820361728,2017-10-14 19:56:23.820361728,1520.000000,3599.900744,8840.000000,403,0.262980,0.262980,0.262980,403,0.250000,0.250000,0.250000,403,777.306000,777.338159,777.376000,403,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
1508013182843617280,2017-10-14 20:33:02.843617280,1520.000000,4214.059406,9080.000000,404,0.262980,0.262980,0.262980,404,0.250000,0.250000,0.250000,404,777.376000,777.402901,777.432000,404,ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Min),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Mean),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Max),ciee/ devices/ meter/ 0xd8d5b9000000a110/ tier (Count)
