,time,resids,b_predictor
619,,,5.0333333333333335e-05
620,,,5.5750000000000013e-05
621,,,8.150000000000002e-05
622,,,7.88888888888889e-05
623,,,4.211111111111111e-05
624,,,3.8333333333333334e-05
625,,,3.855555555555556e-05
626,,,3.8e-05
627,,,4.4888888888888894e-05
628,,,4.566666666666667e-05
629,,,4.6250000000000006e-05
630,,,4.5833333333333334e-05
631,,,4.566666666666667e-05
632,,,4.566666666666667e-05
633,,,4.566666666666667e-05
634,,,4.004761904761905e-05
635,,,3.766666666666667e-05
636,,,3.8333333333333334e-05
637,,,
638,,,
639,,,
640,,,
641,,,
642,,,
643,,,4.9523809523809525e-05
644,,,5.190476190476191e-05
645,,,4.833333333333334e-05
646,,,4.422222222222223e-05
647,,,3.92962962962963e-05
648,,,3.966666666666667e-05
649,,,4.033333333333334e-05
650,,,3.983333333333334e-05
651,,,3.966666666666667e-05
652,,,4.526666666666667e-05
653,,,4.916666666666667e-05
654,,,4.855555555555556e-05
655,,,4.788888888888889e-05
656,,,4.766666666666667e-05
657,,,4.796296296296297e-05
658,,,4.67037037037037e-05
659,,,3.766666666666667e-05
660,,,3.8259259259259264e-05
661,,,3.890476190476191e-05
662,,,4.004761904761905e-05
663,,,4.1000000000000014e-05
664,,,4.1000000000000014e-05
665,,,4.795238095238096e-05
666,,,4.795238095238096e-05
667,,,4.766666666666667e-05
668,,,4.766666666666667e-05
669,,,4.766666666666667e-05
670,,,4.796296296296297e-05
671,,,4.1e-05
672,,,3.844444444444444e-05
673,,,3.8e-05
674,,,3.7916666666666676e-05
675,,,3.741666666666667e-05
676,,,3.738095238095238e-05
677,,,4.446666666666667e-05
678,,,4.766666666666667e-05
679,,,4.766666666666667e-05
680,,,4.766666666666667e-05
681,,,4.723809523809524e-05
682,,,4.7833333333333335e-05
683,,,4.347619047619047e-05
684,,,3.8333333333333334e-05
685,,,3.8629629629629635e-05
686,,,3.8666666666666674e-05
687,,,3.852380952380953e-05
688,,,3.816666666666667e-05
689,,,4.215151515151515e-05
690,,,4.666666666666667e-05
691,,,4.766666666666667e-05
692,,,4.7000000000000004e-05
693,,,4.757142857142858e-05
694,,,4.766666666666667e-05
695,,,4.7249999999999997e-05
696,,,4.166666666666667e-05
697,,,4.10952380952381e-05
698,,,3.941666666666667e-05
699,,,3.9571428571428574e-05
700,,,3.9000000000000006e-05
701,,,4.3666666666666666e-05
702,,,4.8083333333333334e-05
703,,,4.8714285714285714e-05
704,,,4.91904761904762e-05
705,,,4.9000000000000005e-05
706,,,4.9000000000000005e-05
707,,,4.94e-05
708,,,4.2583333333333336e-05
709,,,4.166666666666667e-05
710,,,4.214285714285714e-05
711,,,4.0714285714285717e-05
712,,,3.92962962962963e-05
713,,,4.0238095238095246e-05
714,,,4.766666666666667e-05
715,,,8.2e-05
716,,,8.909523809523809e-05
717,,,6.866666666666666e-05
718,,,4.766666666666667e-05
719,,,4.71904761904762e-05
0,,,2.2666666666666664e-05
1,,,9.777777777777779e-06
2,,,-1.3666666666666667e-05
3,,,-1.5799999999999998e-05
4,,,-7.749999999999999e-06
5,,,-2.0466666666666665e-05
6,,,-1.95e-05
7,,,-2.7761904761904764e-05
8,,,-1.5533333333333333e-05
9,,,-2.5333333333333334e-05
10,,,-2.2523809523809522e-05
11,,,-2.8333333333333332e-05
12,,,-2.719047619047619e-05
13,,,-3.0200000000000002e-05
14,,,-2.4750000000000002e-05
15,,,-2.8466666666666666e-05
16,,,-4.475e-05
17,,,-4.957142857142857e-05
18,,,-4.425e-05
19,,,-2.719047619047619e-05
20,,,-1.6904761904761903e-05
21,,,-1.3000000000000001e-05
22,,,-5.133333333333333e-06
23,,,-4.666666666666666e-06
24,,,-4.9999999999999996e-06
25,,,-1.1499999999999998e-05
26,,,-1.222222222222222e-05
27,,,-1.533333333333333e-05
28,,,-1.4e-05
29,,,-9.999999999999999e-06
30,,,-9.999999999999999e-06
31,,,-8e-06
32,,,-8e-06
33,,,3.3333333333333346e-06
34,,,3.833333333333333e-06
35,,,4.2857142857142855e-06
36,,,6.25e-06
37,,,6.0952380952380945e-06
38,,,5e-06
39,,,-1.3333333333333326e-06
40,,,-1.1555555555555556e-05
41,,,-1.2e-05
42,,,-5.333333333333333e-06
43,,,-1.1333333333333332e-05
44,,,-2.316666666666667e-05
45,,,-2.8444444444444444e-05
46,,,-1.5533333333333333e-05
47,,,
48,,,-4.9999999999999996e-06
49,,,-2.6666666666666664e-06
50,,,-2.6e-06
51,,,-7e-06
52,,,-5.444444444444445e-06
53,,,-4.9999999999999996e-06
54,,,-4.555555555555555e-06
55,,,-4.9999999999999996e-06
56,,,-4.9999999999999996e-06
57,,,6.333333333333334e-06
58,,,1.6166666666666665e-05
59,,,3.1666666666666666e-05
60,,,3.395238095238096e-05
61,,,3.275e-05
62,,,2.4599999999999998e-05
63,,,1.7999999999999997e-05
64,,,1.6714285714285716e-05
65,,,1.6238095238095238e-05
66,,,1.9833333333333332e-05
67,,,1.65e-05
68,,,2.18e-05
69,,,2.7857142857142854e-05
70,,,-1.5e-06
71,,,-1e-06
72,,,-4e-06
73,,,-1.4833333333333332e-05
74,,,-1.5666666666666667e-05
75,,,-2.774074074074074e-05
76,,,-1.875e-05
77,,,-1.8066666666666664e-05
78,,,-1.4166666666666668e-05
79,,,-1.2333333333333333e-05
80,,,-1.8333333333333336e-05
81,,,-6.333333333333333e-06
82,,,-4.9999999999999996e-06
83,,,-1.6666666666666662e-06
84,,,3.666666666666667e-06
85,,,6.5999999999999995e-06
86,,,6.5999999999999995e-06
87,,,4.866666666666666e-06
88,,,3.4466666666666666e-05
89,,,4.866666666666667e-05
90,,,-4.9999999999999996e-06
91,,,4.3333333333333365e-06
92,,,1.3333333333333333e-05
93,,,1.7333333333333332e-05
94,,,1.6833333333333334e-05
95,,,1.5666666666666667e-05
96,,,1.5444444444444446e-05
97,,,1.4999999999999999e-05
98,,,6.5e-06
99,,,7.166666666666667e-06
100,,,8.866666666666668e-06
101,,,9.444444444444445e-06
102,,,9e-06
103,,,8.523809523809526e-06
104,,,1.4066666666666664e-05
105,,,2.0066666666666665e-05
106,,,1.6904761904761903e-05
107,,,1.98e-05
108,,,1.5888888888888887e-05
109,,,8.88888888888889e-06
110,,,8.333333333333334e-06
111,,,7.857142857142858e-06
112,,,8.833333333333334e-06
113,,,8.333333333333334e-06
114,,,1.1666666666666666e-05
115,,,1.4333333333333336e-05
116,,,1.3500000000000001e-05
117,,,1.2619047619047618e-05
118,,,1.2249999999999998e-05
119,,,1.1333333333333332e-05
120,,,3.2666666666666666e-06
121,,,4.000000000000001e-06
122,,,4.866666666666666e-06
123,,,8.000000000000001e-06
124,,,1.8666666666666665e-05
125,,,3.7777777777777772e-06
126,,,7.333333333333333e-06
127,,,7.666666666666667e-06
128,,,6.222222222222222e-06
129,,,5.133333333333333e-06
130,,,8.777777777777776e-06
131,,,1.0444444444444445e-05
132,,,5.5555555555555575e-06
133,,,5.4e-06
134,,,6.555555555555556e-06
135,,,7.666666666666667e-06
136,,,6.88888888888889e-06
137,,,6.733333333333333e-06
138,,,1.2500000000000004e-05
139,,,1.833333333333333e-05
140,,,2.6833333333333333e-05
141,,,3.266666666666666e-05
142,,,1.555555555555555e-05
143,,,1.5416666666666668e-05
144,,,6.523809523809523e-06
145,,,5.333333333333334e-06
146,,,4.777777777777778e-06
147,,,2.6666666666666673e-06
148,,,7.777777777777781e-07
149,,,-1e-06
150,,,-7.33333333333333e-07
151,,,4.000000000000001e-06
152,,,-3.888888888888889e-06
153,,,-6.333333333333333e-06
154,,,-3.666666666666666e-06
155,,,-1e-06
156,,,-8.555555555555556e-06
157,,,-1.4111111111111112e-05
158,,,-1.5777777777777775e-05
159,,,-1.5111111111111109e-05
160,,,-2.6111111111111114e-05
161,,,-2.9285714285714284e-05
162,,,-2.55e-05
163,,,-1.3000000000000001e-05
164,,,-4.9999999999999996e-06
165,,,-3.666666666666666e-06
166,,,1.6666666666666673e-06
167,,,2.5555555555555553e-06
168,,,5.5e-06
169,,,-7.777777777777773e-07
170,,,-5.2666666666666665e-06
171,,,
172,,,-8.6e-06
173,,,-1.5111111111111109e-05
174,,,-4.9999999999999996e-06
175,,,-7.666666666666666e-06
176,,,-2.0666666666666666e-06
177,,,3.3333333333333333e-06
178,,,3.966666666666667e-05
179,,,2.9285714285714288e-05
180,,,-1.3333333333333332e-06
181,,,-4.9999999999999996e-06
182,,,-1.26e-05
183,,,-1.8333333333333336e-05
184,,,-3.1133333333333336e-05
185,,,-2.5190476190476188e-05
186,,,-1.7666666666666668e-05
187,,,-3.442857142857143e-05
188,,,-3.319047619047619e-05
189,,,-4.7166666666666663e-05
190,,,-2.9250000000000003e-05
191,,,-4.708333333333333e-05
192,,,-4.633333333333333e-05
193,,,-2.6833333333333336e-05
194,,,-2.8238095238095235e-05
195,,,-4.071428571428571e-05
196,,,-5.658333333333333e-05
197,,,-3.7e-05
198,,,-2.5833333333333336e-05
199,,,-1.6866666666666666e-05
200,,,-1.475e-05
201,,,-1.4777777777777778e-05
202,,,-2.6916666666666666e-05
203,,,-1.533333333333333e-05
204,,,-1.0999999999999998e-05
205,,,-2.3083333333333333e-05
206,,,-2.747619047619048e-05
207,,,-3.1666666666666666e-05
208,,,-2.0750000000000003e-05
209,,,-2.0444444444444443e-05
210,,,-1.7666666666666668e-05
211,,,-8e-06
212,,,-9.333333333333334e-06
213,,,-1.3000000000000001e-05
214,,,-6.6e-06
215,,,-4.9999999999999996e-06
216,,,-9.666666666666668e-06
217,,,-2.58e-05
218,,,-2.7933333333333332e-05
219,,,-1.4238095238095239e-05
220,,,-4.9999999999999996e-06
221,,,-3.666666666666666e-06
222,,,8.777777777777776e-06
223,,,7e-06
224,,,1.4714285714285713e-05
225,,,9.857142857142857e-06
226,,,1.1166666666666666e-05
227,,,1.0333333333333335e-05
228,,,6.777777777777778e-06
229,,,9.888888888888892e-06
230,,,1.0333333333333332e-05
231,,,7.666666666666667e-06
232,,,3.1666666666666667e-06
233,,,5.166666666666667e-06
234,,,1.5833333333333333e-05
235,,,8.23809523809524e-06
236,,,4.9999999999999996e-06
237,,,3.666666666666669e-06
238,,,1.722222222222222e-05
239,,,9.952380952380954e-06
240,,,-2.7777777777777775e-06
241,,,-5.4e-06
242,,,-2.333333333333333e-06
243,,,4.333333333333335e-06
244,,,9.833333333333335e-06
245,,,1.726666666666667e-05
246,,,1.6833333333333334e-05
247,,,1.5166666666666665e-05
248,,,1.5416666666666668e-05
249,,,1.5666666666666667e-05
250,,,1.7e-05
251,,,1.0444444444444449e-05
252,,,8.75e-06
253,,,9.888888888888892e-06
254,,,9.333333333333334e-06
255,,,8.23809523809524e-06
256,,,1.4999999999999999e-05
257,,,1.8714285714285714e-05
258,,,2.1333333333333335e-05
259,,,2.313333333333333e-05
260,,,2.5222222222222218e-05
261,,,2.5666666666666663e-05
262,,,2.3888888888888885e-05
263,,,1.5533333333333333e-05
264,,,9.5e-06
265,,,1.4416666666666667e-05
266,,,1.7833333333333334e-05
267,,,1.8047619047619046e-05
268,,,5.466666666666667e-05
269,,,4.9476190476190476e-05
270,,,1.6904761904761903e-05
271,,,1.4888888888888888e-05
272,,,1.6111111111111115e-05
273,,,9.666666666666663e-06
274,,,1.8083333333333334e-05
275,,,1.5916666666666663e-05
276,,,1.5666666666666667e-05
277,,,1.0733333333333331e-05
278,,,1.1285714285714284e-05
279,,,7.5e-06
280,,,8.5e-06
281,,,3.222222222222222e-06
282,,,-3e-06
283,,,1.3555555555555554e-05
284,,,1.2249999999999998e-05
285,,,1.5095238095238096e-05
286,,,2.2333333333333332e-05
287,,,2.273333333333333e-05
288,,,2.0777777777777775e-05
289,,,1.7666666666666668e-05
290,,,1.188888888888889e-05
291,,,1.4428571428571427e-05
292,,,1.65e-05
293,,,1.642857142857143e-05
294,,,1.4666666666666665e-05
295,,,2.3333333333333332e-05
296,,,2.322222222222222e-05
297,,,2.4444444444444438e-05
298,,,2.1380952380952383e-05
299,,,1.9399999999999997e-05
300,,,2.242857142857143e-05
301,,,2.2333333333333335e-05
302,,,2.1666666666666667e-05
303,,,1.4111111111111112e-05
304,,,6.777777777777778e-06
305,,,-2.4866666666666667e-05
306,,,-1.7476190476190474e-05
307,,,1.1666666666666668e-06
308,,,4.9999999999999996e-06
309,,,-1.2714285714285715e-05
310,,,1.3888888888888888e-05
311,,,1.1571428571428573e-05
312,,,1.3500000000000001e-05
313,,,1.2777777777777777e-05
314,,,2.18e-05
315,,,1.5095238095238096e-05
316,,,-1.133333333333333e-06
317,,,8.777777777777776e-06
318,,,-6.666666666666665e-06
319,,,1.4142857142857142e-05
320,,,-4.599999999999999e-06
321,,,5.444444444444443e-06
322,,,1.0333333333333335e-05
323,,,-3.333333333333327e-07
324,,,-1.0555555555555555e-05
325,,,-1.0999999999999998e-05
326,,,-1.0333333333333333e-05
327,,,-9.833333333333333e-06
328,,,-1.0333333333333333e-05
329,,,-7e-06
330,,,-7e-06
331,,,-5.666666666666666e-06
332,,,-2.111111111111111e-06
333,,,3.888888888888889e-06
334,,,4.866666666666666e-06
335,,,5.166666666666667e-06
336,,,8.866666666666668e-06
337,,,9.952380952380954e-06
338,,,4.000000000000001e-06
339,,,7.933333333333336e-06
340,,,1.3444444444444444e-05
341,,,1.0999999999999998e-05
342,,,-1.0111111111111111e-05
343,,,-1.0999999999999998e-05
344,,,-4.666666666666666e-06
345,,,3e-06
346,,,5.133333333333333e-06
347,,,5.5333333333333334e-06
348,,,8.000000000000001e-06
349,,,8.000000000000001e-06
350,,,1.5000000000000005e-06
351,,,3.333333333333336e-07
352,,,1.1111111111111182e-07
353,,,1.2555555555555553e-05
354,,,1.6666666666666673e-06
355,,,8.333333333333334e-06
356,,,4.466666666666667e-05
357,,,6.176190476190475e-05
358,,,2.9749999999999998e-05
359,,,1.433333333333333e-05
360,,,1.0999999999999998e-05
361,,,1.1666666666666666e-05
362,,,7.222222222222224e-06
363,,,7.666666666666667e-06
364,,,2.1666666666666665e-06
365,,,1.5190476190476187e-05
366,,,7.222222222222224e-06
367,,,1.2333333333333333e-05
368,,,6.777777777777778e-06
369,,,3.3333333333333333e-06
370,,,1.4407407407407406e-05
371,,,8.333333333333334e-06
372,,,1.1777777777777776e-05
373,,,5.444444444444443e-06
374,,,8.666666666666666e-06
375,,,-2.333333333333333e-06
376,,,-3.333333333333327e-07
377,,,2.3333333333333336e-06
378,,,4.733333333333333e-06
379,,,
380,,,3.3333333333333333e-06
381,,,4.333333333333335e-06
382,,,8.523809523809526e-06
383,,,1.4222222222222222e-05
384,,,1.088888888888889e-05
385,,,8.428571428571429e-06
386,,,1.1666666666666666e-05
387,,,1.2e-05
388,,,6.733333333333333e-06
389,,,9.11111111111111e-06
390,,,1.2416666666666664e-05
391,,,1.1666666666666666e-05
392,,,1.6238095238095238e-05
393,,,2.0733333333333334e-05
394,,,1.9476190476190475e-05
395,,,2.604761904761905e-05
396,,,2.3857142857142855e-05
397,,,2.3666666666666658e-05
398,,,2.2047619047619048e-05
399,,,1.4238095238095235e-05
400,,,9.166666666666668e-06
401,,,7.666666666666667e-06
402,,,1.14e-05
403,,,9.666666666666668e-06
404,,,1.1333333333333332e-05
405,,,1.5083333333333333e-05
406,,,1.433333333333333e-05
407,,,1.395238095238095e-05
408,,,1.5166666666666665e-05
409,,,1.4428571428571427e-05
410,,,7.5e-06
411,,,8.666666666666666e-06
412,,,1.0333333333333332e-05
413,,,9.380952380952383e-06
414,,,8.777777777777776e-06
415,,,1.1133333333333332e-05
416,,,2.0777777777777775e-05
417,,,2.2166666666666666e-05
418,,,2.4238095238095233e-05
419,,,2.533333333333333e-05
420,,,2.6416666666666667e-05
421,,,2.871428571428571e-05
422,,,2.111111111111111e-05
423,,,1.9666666666666666e-05
424,,,2.1e-05
425,,,2.1266666666666667e-05
426,,,2.1e-05
427,,,2.4866666666666667e-05
428,,,3.10952380952381e-05
429,,,3.138095238095238e-05
430,,,3.240740740740741e-05
431,,,3.319047619047619e-05
432,,,3.35e-05
433,,,3.357142857142858e-05
434,,,3.5444444444444445e-05
435,,,3.458333333333334e-05
436,,,3.441666666666667e-05
437,,,3.433333333333333e-05
438,,,3.3249999999999995e-05
439,,,2.5666666666666663e-05
440,,,2.5666666666666663e-05
441,,,2.5777777777777778e-05
442,,,2.6142857142857147e-05
443,,,2.633333333333333e-05
444,,,2.633333333333333e-05
445,,,2.633333333333333e-05
446,,,6.916666666666668e-05
447,,,7.566666666666667e-05
448,,,5.0333333333333335e-05
449,,,3.566666666666667e-05
450,,,3.566666666666667e-05
451,,,3.566666666666667e-05
452,,,3.138095238095238e-05
453,,,2.8809523809523806e-05
454,,,2.8083333333333333e-05
455,,,2.7833333333333333e-05
456,,,2.7857142857142854e-05
457,,,2.9166666666666663e-05
458,,,3.585714285714286e-05
459,,,3.566666666666667e-05
460,,,3.566666666666667e-05
461,,,3.566666666666667e-05
462,,,3.566666666666667e-05
463,,,3.458333333333334e-05
464,,,2.7e-05
465,,,2.6166666666666668e-05
466,,,2.5666666666666663e-05
467,,,2.6428571428571424e-05
468,,,3.414285714285714e-05
469,,,3.941666666666667e-05
470,,,4.328571428571429e-05
471,,,4.404761904761905e-05
472,,,4.375e-05
473,,,4.385714285714286e-05
474,,,4.433333333333334e-05
475,,,4.3333333333333334e-05
476,,,3.583333333333334e-05
477,,,3.5000000000000004e-05
478,,,3.55e-05
479,,,3.652380952380953e-05
480,,,3.7166666666666664e-05
481,,,4.0666666666666675e-05
482,,,4.5e-05
483,,,4.5e-05
484,,,4.5761904761904765e-05
485,,,4.603703703703704e-05
486,,,4.633333333333334e-05
487,,,4.6166666666666666e-05
488,,,3.9571428571428574e-05
489,,,3.683333333333333e-05
490,,,3.583333333333334e-05
491,,,3.6142857142857146e-05
492,,,3.738095238095238e-05
493,,,4.3e-05
494,,,6.442857142857143e-05
495,,,5.2111111111111105e-05
496,,,4.861904761904763e-05
497,,,4.825e-05
498,,,4.8238095238095243e-05
499,,,4.65e-05
500,,,3.883333333333333e-05
501,,,3.8333333333333334e-05
502,,,3.888888888888889e-05
503,,,3.9000000000000006e-05
504,,,3.888888888888889e-05
505,,,4.314814814814815e-05
506,,,4.716666666666667e-05
507,,,4.680952380952381e-05
508,,,4.652380952380953e-05
509,,,4.633333333333334e-05
510,,,4.633333333333334e-05
511,,,4.70952380952381e-05
512,,,4.091666666666667e-05
513,,,3.766666666666667e-05
514,,,3.766666666666667e-05
515,,,3.8333333333333334e-05
516,,,3.708333333333334e-05
517,,,3.9555555555555556e-05
518,,,4.7000000000000004e-05
519,,,4.766666666666667e-05
520,,,4.7000000000000004e-05
521,,,4.690476190476191e-05
522,,,4.65e-05
523,,,4.70952380952381e-05
524,,,4.385714285714286e-05
525,,,4.062962962962963e-05
526,,,4.033333333333334e-05
527,,,4.1e-05
528,,,4.052380952380953e-05
529,,,4.2904761904761905e-05
530,,,4.9916666666666676e-05
531,,,5.041666666666668e-05
532,,,4.9000000000000005e-05
533,,,5.185714285714286e-05
534,,,5.566666666666667e-05
535,,,5.541666666666666e-05
536,,,4.7000000000000004e-05
537,,,4.9952380952380954e-05
538,,,8.271428571428572e-05
539,,,8.233333333333333e-05
540,,,4.7000000000000004e-05
541,,,5.347619047619048e-05
542,,,5.316666666666666e-05
543,,,5.223809523809524e-05
544,,,5.4999999999999995e-05
545,,,5.533333333333333e-05
546,,,5.566666666666667e-05
547,,,5.122222222222223e-05
548,,,4.266666666666667e-05
549,,,4.4428571428571435e-05
550,,,4.1000000000000014e-05
551,,,4.157142857142857e-05
552,,,4.1000000000000014e-05
553,,,4.8428571428571444e-05
554,,,4.975000000000001e-05
555,,,4.933333333333333e-05
556,,,4.858333333333333e-05
557,,,4.9000000000000005e-05
558,,,4.9000000000000005e-05
559,,,4.861904761904763e-05
560,,,3.9592592592592594e-05
561,,,3.852380952380953e-05
562,,,3.858333333333334e-05
563,,,3.8238095238095244e-05
564,,,3.825000000000001e-05
565,,,4.176190476190476e-05
566,,,4.633333333333334e-05
567,,,4.70952380952381e-05
568,,,4.690476190476191e-05
569,,,4.666666666666667e-05
570,,,4.133333333333333e-05
571,,,4.2e-05
572,,,3.714285714285714e-05
573,,,3.352380952380953e-05
574,,,3.4666666666666665e-05
575,,,3.516666666666666e-05
576,,,3.483333333333333e-05
577,,,3.744444444444446e-05
578,,,4.466666666666667e-05
579,,,4.514285714285714e-05
580,,,4.4518518518518523e-05
581,,,4.506666666666666e-05
582,,,4.525e-05
583,,,4.571428571428572e-05
584,,,4.241666666666666e-05
585,,,4.3333333333333334e-05
586,,,4.3333333333333334e-05
587,,,4.390476190476191e-05
588,,,4.0583333333333335e-05
589,,,3.7714285714285705e-05
590,,,5.525000000000001e-05
591,,,5.61111111111111e-05
592,,,5.4999999999999995e-05
593,,,5.316666666666666e-05
594,,,5.042857142857143e-05
595,,,5.4925925925925925e-05
596,,,5.1e-05
597,,,4.5e-05
598,,,4.25e-05
599,,,4.020000000000001e-05
600,,,4.440740740740741e-05
601,,,4.395238095238096e-05
602,,,5.183333333333334e-05
603,,,5.042857142857143e-05
604,,,4.7833333333333335e-05
605,,,5.166666666666668e-05
606,,,5.1833333333333344e-05
607,,,5.2222222222222214e-05
608,,,4.1750000000000005e-05
609,,,4.433333333333334e-05
610,,,4.433333333333334e-05
611,,,4.480952380952381e-05
612,,,4.433333333333334e-05
613,,,4.7380952380952385e-05
614,,,5.5249999999999994e-05
615,,,5.519047619047619e-05
616,,,5.5380952380952376e-05
617,,,5.404761904761904e-05
618,,,4.9250000000000004e-05
619,,,5.519047619047619e-05
620,,,4.7814814814814816e-05
621,,,4.4428571428571435e-05
622,,,3.9750000000000004e-05
623,,,4.0666666666666675e-05
624,,,4.128571428571429e-05
625,,,4.575e-05
626,,,4.9000000000000005e-05
627,,,4.844444444444444e-05
628,,,4.9000000000000005e-05
629,,,6.480952380952381e-05
630,,,9.1e-05
631,,,7.461904761904762e-05
632,,,4.65e-05
633,,,3.880952380952381e-05
634,,,3.766666666666667e-05
635,,,3.9962962962962965e-05
636,,,4.3083333333333335e-05
637,,,4.1380952380952375e-05
638,,,4.633333333333334e-05
639,,,4.7000000000000004e-05
640,,,5.1444444444444454e-05
641,,,5.052380952380953e-05
642,,,4.633333333333334e-05
643,,,4.633333333333334e-05
644,,,4.890476190476191e-05
645,,,4.144444444444445e-05
646,,,3.816666666666667e-05
647,,,3.766666666666667e-05
648,,,4.052380952380953e-05
649,,,4.2047619047619046e-05
650,,,4.67037037037037e-05
651,,,4.633333333333334e-05
652,,,4.8416666666666673e-05
653,,,5.1571428571428574e-05
654,,,4.92857142857143e-05
655,,,4.5222222222222233e-05
656,,,4.600000000000001e-05
657,,,4.652380952380953e-05
658,,,4.116666666666668e-05
659,,,3.7285714285714296e-05
660,,,3.648148148148148e-05
661,,,4.1111111111111116e-05
662,,,4.1000000000000014e-05
663,,,4.5444444444444444e-05
664,,,4.633333333333334e-05
665,,,5.008333333333334e-05
666,,,5.1000000000000006e-05
667,,,4.447619047619047e-05
668,,,4.3249999999999994e-05
669,,,4.600000000000001e-05
670,,,4.074074074074074e-05
671,,,3.9888888888888895e-05
672,,,3.600000000000001e-05
673,,,3.657142857142857e-05
674,,,4.095238095238095e-05
675,,,4.791666666666667e-05
676,,,4.508333333333334e-05
677,,,4.619047619047619e-05
678,,,4.704761904761904e-05
679,,,4.633333333333334e-05
680,,,4.6148148148148154e-05
681,,,4.504761904761906e-05
682,,,3.766666666666666e-05
683,,,3.733333333333333e-05
684,,,3.733333333333333e-05
685,,,3.7523809523809524e-05
686,,,3.7833333333333336e-05
687,,,3.714285714285714e-05
688,,,4.8083333333333334e-05
689,,,4.595238095238096e-05
690,,,4.640740740740741e-05
691,,,4.461904761904762e-05
692,,,4.3666666666666666e-05
693,,,4.3666666666666666e-05
694,,,3.652380952380953e-05
695,,,3.5000000000000004e-05
696,,,3.475e-05
697,,,3.557142857142857e-05
698,,,3.666666666666667e-05
699,,,3.995238095238096e-05
700,,,4.5222222222222233e-05
701,,,4.4142857142857144e-05
702,,,4.483333333333334e-05
703,,,4.461904761904762e-05
704,,,4.5e-05
705,,,4.5e-05
706,,,3.741666666666667e-05
707,,,3.7000000000000005e-05
708,,,3.633333333333333e-05
709,,,3.690476190476191e-05
710,,,3.751851851851852e-05
711,,,4.271428571428571e-05
712,,,4.766666666666667e-05
713,,,4.766666666666667e-05
714,,,4.766666666666667e-05
715,,,4.842857142857144e-05
716,,,4.785714285714286e-05
717,,,4.766666666666667e-05
718,,,4.766666666666667e-05
719,,,4.804761904761905e-05
0,,,-9.666666666666668e-06
1,,,-1.811111111111111e-05
2,,,-9.833333333333333e-06
3,,,-4.111111111111111e-06
4,,,-1.4333333333333336e-05
5,,,-1.719047619047619e-05
6,,,-1.7111111111111112e-05
7,,,-1.6866666666666666e-05
8,,,-1.480952380952381e-05
9,,,-5.666666666666666e-06
10,,,-5.666666666666666e-06
11,,,
12,,,-4.9999999999999996e-06
13,,,-1.7e-05
14,,,-1.6733333333333335e-05
15,,,-1.7e-05
16,,,-1.688888888888889e-05
17,,,-1.74e-05
18,,,-1.7833333333333334e-05
19,,,-1.8466666666666667e-05
20,,,-1.8703703703703704e-05
21,,,-1.9666666666666666e-05
22,,,-1.3444444444444444e-05
23,,,-1.0111111111111111e-05
24,,,-1.0555555555555555e-05
25,,,-1.1666666666666666e-05
26,,,-1.1222222222222222e-05
27,,,-1.953333333333333e-05
28,,,-2.075e-05
29,,,-2.0666666666666666e-05
30,,,-2.1814814814814817e-05
31,,,-2.1666666666666667e-05
32,,,-2.275e-05
33,,,-2.388888888888889e-05
34,,,-2.5166666666666667e-05
35,,,-1.738095238095238e-05
36,,,-1.4333333333333336e-05
37,,,-1.3333333333333333e-05
38,,,-1.3933333333333334e-05
39,,,-1.3000000000000001e-05
40,,,1.6777777777777776e-05
41,,,1.7e-05
42,,,-8.750000000000001e-06
43,,,-2.322222222222222e-05
44,,,-2.375e-05
45,,,-2.383333333333333e-05
46,,,-2.3666666666666668e-05
47,,,-2.3761904761904765e-05
48,,,-1.9333333333333333e-05
49,,,-1.4999999999999999e-05
50,,,-1.5399999999999998e-05
51,,,-1.5533333333333333e-05
52,,,-1.633333333333333e-05
53,,,-2.3666666666666668e-05
54,,,-2.6222222222222222e-05
55,,,-2.642857142857143e-05
56,,,-2.642857142857143e-05
57,,,-2.6714285714285715e-05
58,,,-2.6166666666666668e-05
59,,,-2.6714285714285715e-05
60,,,-2.75e-05
61,,,-2.5e-05
62,,,-1.7e-05
63,,,-1.6166666666666665e-05
64,,,-1.62e-05
65,,,-1.623809523809524e-05
66,,,-1.8904761904761904e-05
67,,,-2.5750000000000002e-05
68,,,-2.6333333333333334e-05
69,,,-2.5333333333333334e-05
70,,,-2.4925925925925928e-05
71,,,-2.5222222222222218e-05
72,,,-2.5666666666666666e-05
73,,,-2.5666666666666666e-05
74,,,-2.5916666666666665e-05
75,,,-2.0333333333333334e-05
76,,,-1.6714285714285716e-05
77,,,-1.6111111111111108e-05
78,,,-1.5444444444444443e-05
79,,,-1.6555555555555556e-05
80,,,-2.383333333333333e-05
81,,,-2.3133333333333334e-05
82,,,-7.666666666666666e-06
83,,,4.111111111111111e-06
84,,,-5.555555555555554e-07
85,,,-2.966666666666667e-05
86,,,-2.9285714285714284e-05
87,,,-3.116666666666667e-05
88,,,-3.116666666666667e-05
89,,,-2.222222222222222e-05
90,,,-2.1e-05
91,,,-2.1095238095238092e-05
92,,,-2.1e-05
93,,,-2.1444444444444443e-05
94,,,-2.6555555555555555e-05
95,,,-3.22e-05
96,,,-3.2066666666666676e-05
97,,,-3.2047619047619054e-05
98,,,-3.1933333333333335e-05
99,,,-3.50952380952381e-05
100,,,-3.347619047619047e-05
