,time,resids,b_predictor
580,,,-1.9904761904761908e-05
581,,,-2.0444444444444443e-05
582,,,-2.0285714285714292e-05
583,,,-2.05e-05
584,,,-1.7619047619047623e-05
585,,,-1.6888888888888895e-05
586,,,-1.6952380952380955e-05
587,,,-8.608333333333333e-05
588,,,-8.4e-05
589,,,-7.1666666666666475e-06
590,,,-7.999999999999978e-06
591,,,-1.6952380952380955e-05
592,,,-1.6666666666666667e-05
593,,,-1.7333333333333332e-05
594,,,-1.7333333333333332e-05
595,,,-1.7333333333333332e-05
596,,,-1.6952380952380955e-05
597,,,-9.758333333333334e-05
598,,,-8.495238095238095e-05
599,,,-9.058333333333333e-05
600,,,-1.9249999999999997e-05
601,,,-2.066666666666667e-05
602,,,1.7777777777777892e-06
603,,,1.8380952380952388e-05
604,,,-1.4761904761904753e-05
605,,,-1.441666666666667e-05
606,,,-1.066666666666666e-05
607,,,-7.33333333333334e-06
608,,,-4.000000000000003e-06
609,,,-6.148148148148147e-06
610,,,-1.366666666666667e-05
611,,,-1.6666666666666667e-05
612,,,-9.885714285714286e-05
613,,,-7.999999999999999e-05
614,,,-7.941666666666667e-05
615,,,-7.933333333333333e-05
616,,,-8.266666666666667e-05
617,,,-8.183333333333333e-05
618,,,-8.142857142857142e-05
619,,,-8.666666666666667e-05
620,,,-8.666666666666667e-05
621,,,-8.733333333333333e-05
622,,,-9.361904761904761e-05
623,,,-8.152380952380953e-05
624,,,-7.666666666666666e-05
625,,,-7.666666666666666e-05
626,,,-7.666666666666666e-05
627,,,-8.316666666666666e-05
628,,,-8.552380952380953e-05
629,,,-1.75e-05
630,,,-1.866666666666667e-05
631,,,-1.883333333333333e-05
632,,,-1.828571428571429e-05
633,,,-1.8571428571428572e-05
634,,,-1.8e-05
635,,,-1.8e-05
636,,,-1.7416666666666665e-05
637,,,-1.7333333333333332e-05
638,,,-1.7333333333333332e-05
639,,,5.441666666666667e-05
640,,,5.566666666666667e-05
641,,,5.866666666666666e-05
642,,,-2.1714285714285722e-05
643,,,-1.1916666666666664e-05
644,,,-1.366666666666667e-05
645,,,-2.0916666666666666e-05
646,,,-2.155555555555556e-05
647,,,-2.1809523809523812e-05
648,,,-2.2000000000000006e-05
649,,,-2.2000000000000006e-05
650,,,-2.2000000000000006e-05
651,,,-2.2000000000000006e-05
652,,,-2.2000000000000006e-05
653,,,-2.0095238095238105e-05
654,,,-1.533333333333333e-05
655,,,-1.6888888888888895e-05
656,,,-1.7333333333333332e-05
657,,,-8.7e-05
658,,,-8.058333333333333e-05
659,,,-7.666666666666666e-05
660,,,-7.666666666666666e-05
661,,,-7.8e-05
662,,,-9.366666666666666e-05
663,,,-1.8916666666666665e-05
664,,,-1.4666666666666665e-05
665,,,-1.4740740740740736e-05
666,,,-1.4571428571428576e-05
667,,,-1.5666666666666674e-05
668,,,-1.8190476190476194e-05
669,,,-1.419047619047619e-05
670,,,-1.3000000000000004e-05
671,,,5.6666666666666664e-05
672,,,5.503703703703704e-05
673,,,-1.5428571428571435e-05
674,,,-4.6666666666666705e-06
675,,,-4.074074074074074e-06
676,,,-9.083333333333332e-06
677,,,-3.2222222222222227e-06
678,,,-5.809523809523812e-06
679,,,-1.2166666666666673e-05
680,,,-1.2285714285714277e-05
681,,,-1.792592592592593e-05
682,,,-1.2761904761904752e-05
683,,,-1.9916666666666665e-05
684,,,-1.966666666666667e-05
685,,,-2e-05
686,,,-9.142857142857134e-06
687,,,1.7333333333333332e-05
688,,,-8.000000000000006e-06
689,,,-2.1333333333333338e-05
690,,,-0.00010725
691,,,-1.166666666666667e-05
692,,,-1.1166666666666666e-05
693,,,-1.0857142857142854e-05
694,,,-1.3523809523809524e-05
695,,,-1.9185185185185186e-05
696,,,-2.2250000000000006e-05
697,,,-1.9904761904761908e-05
698,,,-2.2333333333333332e-05
699,,,-2.533333333333334e-05
700,,,-2.533333333333334e-05
701,,,-2.066666666666667e-05
702,,,-2.0857142857142864e-05
703,,,-0.00010980952380952381
704,,,-2.095238095238095e-05
705,,,-1.837037037037037e-05
706,,,-1.7333333333333332e-05
707,,,-1.8083333333333334e-05
708,,,-1.2666666666666663e-05
709,,,-1.0499999999999998e-05
710,,,-9.333333333333328e-06
711,,,-1.1333333333333329e-05
712,,,-2.133333333333333e-05
713,,,-2.111111111111111e-05
714,,,-1.8190476190476194e-05
715,,,-2.0166666666666664e-05
716,,,-2.266666666666667e-05
717,,,5.041666666666667e-05
718,,,4.9523809523809525e-05
719,,,4.8e-05
0,,,2.7888888888888898e-05
1,,,2.3629629629629626e-05
2,,,1.5583333333333334e-05
3,,,1.923809523809524e-05
4,,,1.8857142857142852e-05
5,,,2.1555555555555555e-05
6,,,2.025e-05
7,,,1.3666666666666666e-05
8,,,9e-06
9,,,1.8e-05
10,,,1.9185185185185186e-05
11,,,1.8857142857142852e-05
12,,,2.1916666666666666e-05
13,,,2.2833333333333334e-05
14,,,1.8444444444444445e-05
15,,,1.6733333333333335e-05
16,,,1.6095238095238093e-05
17,,,1.5904761904761906e-05
18,,,1.45e-05
19,,,1.2555555555555557e-05
20,,,1.0833333333333334e-05
21,,,9.833333333333333e-06
22,,,1.3416666666666668e-05
23,,,2.0333333333333334e-05
24,,,2.1714285714285715e-05
25,,,2.68e-05
26,,,5.9111111111111106e-05
27,,,6.20952380952381e-05
28,,,2.8e-05
29,,,1.2571428571428572e-05
30,,,8e-06
31,,,6e-06
32,,,7.666666666666667e-06
33,,,1.2e-05
34,,,1.5714285714285715e-05
35,,,1.9333333333333333e-05
36,,,2.4555555555555553e-05
37,,,2.2333333333333335e-05
38,,,2.0333333333333334e-05
39,,,1.688888888888889e-05
40,,,1.4333333333333334e-05
41,,,1.1333333333333334e-05
42,,,1.533333333333333e-05
43,,,9.999999999999999e-06
44,,,6.888888888888889e-06
45,,,1.2555555555555557e-05
46,,,
47,,,-2.4999999999999998e-06
48,,,-7.133333333333334e-05
49,,,-6.6e-05
50,,,-5.633333333333333e-05
51,,,-6.091666666666667e-05
52,,,-5.773333333333333e-05
53,,,-6.022222222222222e-05
54,,,-4.59047619047619e-05
55,,,-4.088888888888889e-05
56,,,-3.6952380952380956e-05
57,,,-3.3259259259259265e-05
58,,,-3.5499999999999996e-05
59,,,-3.3047619047619044e-05
60,,,-2.874074074074074e-05
61,,,-3.0095238095238094e-05
62,,,-2.6583333333333337e-05
63,,,-4.295238095238096e-05
64,,,2.116666666666667e-05
65,,,2.0761904761904763e-05
66,,,2.2999999999999997e-05
67,,,2.1333333333333338e-05
68,,,9.523809523809523e-06
69,,,1.1599999999999999e-05
70,,,1.2222222222222222e-05
71,,,1.1200000000000001e-05
72,,,8.222222222222222e-06
73,,,7.066666666666666e-06
74,,,6.666666666666667e-06
75,,,9e-06
76,,,1.9866666666666667e-05
77,,,1.8916666666666668e-05
78,,,1.7833333333333334e-05
79,,,1.6e-05
80,,,1.476190476190476e-05
81,,,1.438095238095238e-05
82,,,9.2e-06
83,,,6e-06
84,,,2.666666666666667e-06
85,,,3e-06
86,,,3.3333333333333333e-06
87,,,1.6666666666666667e-06
88,,,-2.3333333333333336e-06
89,,,-9.733333333333332e-06
90,,,-8.546666666666667e-05
91,,,-6.8e-05
92,,,-6.875e-05
93,,,-6.511111111111111e-05
94,,,-7.15e-05
95,,,-7.64e-05
96,,,-7.033333333333333e-05
97,,,-6.6e-05
98,,,-6.914285714285715e-05
99,,,-8.266666666666667e-05
100,,,-9.077777777777777e-05
101,,,-8.777777777777778e-05
102,,,-4.888888888888889e-05
103,,,-5.216666666666666e-05
104,,,-7.377777777777778e-05
105,,,4.933333333333333e-06
106,,,9.999999999999999e-06
107,,,8.666666666666666e-06
108,,,2.222222222222222e-06
109,,,-1.6e-05
110,,,-1.6296296296296297e-05
111,,,-1.8571428571428572e-05
112,,,-1.4296296296296297e-05
113,,,-1.3666666666666666e-05
114,,,-1.7666666666666668e-05
115,,,-1.8814814814814812e-05
116,,,-1.9666666666666666e-05
117,,,-2.3333333333333332e-05
118,,,-6.777777777777778e-06
119,,,6.666666666666667e-07
120,,,9.777777777777779e-06
121,,,-9.066666666666667e-06
122,,,-9e-06
123,,,-9.833333333333333e-06
124,,,-1.1499999999999998e-05
125,,,-1.758333333333333e-05
126,,,-1.814814814814815e-05
127,,,-1.9142857142857143e-05
128,,,-0.00010455555555555556
129,,,-9.766666666666668e-05
130,,,-9.047619047619048e-05
131,,,-7.633333333333334e-05
132,,,-8.813333333333334e-05
133,,,-8.066666666666666e-05
134,,,-0.00010133333333333333
135,,,-9.653333333333333e-05
136,,,-8.166666666666667e-05
137,,,-7.466666666666667e-05
138,,,-9.457142857142858e-05
139,,,-8.733333333333333e-05
140,,,-8.6e-05
141,,,-8.253333333333334e-05
142,,,-8.488888888888889e-05
143,,,-9.683333333333335e-05
144,,,-4.411111111111111e-05
145,,,-2.733333333333333e-05
146,,,-3.323809523809524e-05
147,,,-2.904761904761905e-05
148,,,-2.9083333333333337e-05
149,,,-5.0571428571428564e-05
150,,,-3.266666666666666e-05
151,,,-1.2e-05
152,,,-1.838095238095238e-05
153,,,-2.5666666666666666e-05
154,,,-2.3111111111111112e-05
155,,,-2.4333333333333333e-05
156,,,-2.6000000000000002e-05
157,,,-2.0095238095238095e-05
158,,,-2.3416666666666666e-05
159,,,-2.257142857142857e-05
160,,,-2.3333333333333332e-05
161,,,-1.6e-05
162,,,-1.3222222222222223e-05
163,,,-3.5866666666666667e-05
164,,,-3.1e-05
165,,,-4.133333333333333e-05
166,,,-5.075e-05
167,,,-0.000112
168,,,-9.199999999999999e-05
169,,,-8.6e-05
170,,,-8.333333333333333e-05
171,,,-8.493333333333333e-05
172,,,-8.733333333333333e-05
173,,,-9.622222222222222e-05
174,,,-9.199999999999999e-05
175,,,-8.266666666666667e-05
176,,,-7.577777777777779e-05
177,,,-7.433333333333333e-05
178,,,-8.2e-05
179,,,-4.183333333333333e-05
180,,,-7.725925925925926e-05
181,,,-0.000119
182,,,-0.00013096296296296296
183,,,-0.00010677777777777777
184,,,-0.00010858333333333333
185,,,-9.333333333333333e-05
186,,,-8.773333333333334e-05
187,,,-3.9666666666666664e-05
188,,,-3.444444444444444e-05
189,,,-4.22962962962963e-05
190,,,-2.8555555555555552e-05
191,,,-3.266666666666666e-05
192,,,-3.6e-05
193,,,-3.323809523809524e-05
194,,,-1.619047619047619e-05
195,,,-1.7851851851851853e-05
196,,,-2.8222222222222223e-05
197,,,-1.523809523809524e-05
198,,,-2.0666666666666666e-05
199,,,-2.1888888888888887e-05
200,,,-1.6583333333333334e-05
201,,,-1.866666666666667e-05
202,,,-1.8857142857142852e-05
203,,,-4.8e-05
204,,,-1.7142857142857145e-05
205,,,-0.0001005
206,,,-9.488888888888889e-05
207,,,-9.893333333333333e-05
208,,,-8.333333333333333e-05
209,,,-8.177777777777777e-05
210,,,-0.00011822222222222223
211,,,-6.761904761904761e-05
212,,,-0.00010133333333333333
213,,,-8.733333333333333e-05
214,,,-8.333333333333333e-05
215,,,-8.716666666666668e-05
216,,,-9.65e-05
217,,,-0.0001077142857142857
218,,,-9.476190476190477e-05
219,,,-9.133333333333334e-05
220,,,-9.666666666666667e-05
221,,,-0.00011226666666666667
222,,,-2.8095238095238096e-05
223,,,-3.258333333333334e-05
224,,,-5.00952380952381e-05
225,,,-4.6166666666666666e-05
226,,,-3.516666666666666e-05
227,,,-3.095238095238095e-05
228,,,-6.266666666666667e-05
229,,,-5.025e-05
230,,,-4.316666666666666e-05
231,,,-1.4833333333333334e-05
232,,,-4.311111111111111e-05
233,,,-2.295238095238095e-05
234,,,-3.766666666666666e-05
235,,,-5.3e-05
236,,,-5.5916666666666666e-05
237,,,-3.78095238095238e-05
238,,,-1.7333333333333332e-05
239,,,-4.025e-05
240,,,-2.4444444444444447e-06
241,,,-3.266666666666667e-05
242,,,-3.7833333333333336e-05
243,,,-1.980952380952381e-05
244,,,-1.7733333333333335e-05
245,,,-3.6400000000000004e-05
246,,,-6.0476190476190466e-05
247,,,-5.258333333333333e-05
248,,,-5.295238095238096e-05
249,,,-5.6e-05
250,,,-2.4888888888888886e-05
251,,,-2.0333333333333334e-05
252,,,-2.5619047619047618e-05
253,,,-9.949999999999999e-05
254,,,-8.613333333333333e-05
255,,,-8.186666666666666e-05
256,,,-6.05e-05
257,,,-5.266666666666667e-05
258,,,-7.428571428571429e-05
259,,,-9.844444444444444e-05
260,,,-8.533333333333334e-05
261,,,-8.533333333333334e-05
262,,,-9.311111111111111e-05
263,,,-0.00010226666666666667
264,,,-0.00011314285714285713
265,,,-0.00011276190476190477
266,,,-0.000102
267,,,-1.4e-05
268,,,-2.4888888888888886e-05
269,,,-1.9142857142857143e-05
270,,,-2.2888888888888888e-05
271,,,-2.219047619047619e-05
272,,,-9.499999999999997e-06
273,,,-5.0933333333333336e-05
274,,,-1.9238095238095237e-05
275,,,-4.213333333333333e-05
276,,,-1.2133333333333333e-05
277,,,-1.8111111111111112e-05
278,,,-9.333333333333334e-06
279,,,-1.2888888888888889e-05
280,,,-1.1166666666666668e-05
281,,,-1.3111111111111111e-05
282,,,-2.457142857142857e-05
283,,,-6.4444444444444445e-06
284,,,6.666666666666667e-07
285,,,-7.2e-06
286,,,-1.3599999999999999e-05
287,,,-3.1466666666666675e-05
288,,,-1.1499999999999998e-05
289,,,-7.111111111111112e-06
290,,,-1.3333333333333333e-05
291,,,-1.5523809523809525e-05
292,,,-1.6e-05
293,,,-1.0777777777777778e-05
294,,,-2.019047619047619e-05
295,,,-0.00012566666666666667
296,,,-8.844444444444445e-05
297,,,-8.888888888888888e-05
298,,,-8.453333333333333e-05
299,,,-0.00010133333333333333
300,,,-7.4e-05
301,,,-0.00010722222222222223
302,,,-0.00010095238095238095
303,,,-9.6e-05
304,,,-9.319999999999999e-05
305,,,-7.333333333333334e-05
306,,,-8.333333333333333e-05
307,,,-0.00011066666666666666
308,,,-0.00011566666666666665
309,,,-0.00011433333333333334
310,,,-7.773333333333333e-05
311,,,2.4761904761904756e-06
312,,,
313,,,
314,,,-3.175e-05
315,,,-2.8190476190476187e-05
316,,,-2.708333333333333e-05
317,,,-2.876190476190476e-05
318,,,1.666666666666669e-07
319,,,-9.499999999999999e-06
320,,,-7.5e-06
321,,,-3.6190476190476195e-05
322,,,-3.161904761904762e-05
323,,,-1.9333333333333333e-05
324,,,1.0933333333333334e-05
325,,,-3.3333333333333333e-06
326,,,-2e-06
327,,,-9.555555555555556e-06
328,,,-6.4444444444444445e-06
329,,,-1.4444444444444442e-05
330,,,4.999999999999996e-07
331,,,-6.533333333333335e-06
332,,,-8.300000000000001e-05
333,,,-7.733333333333333e-05
334,,,-6.48e-05
335,,,-4.688888888888889e-05
336,,,-4.555555555555556e-05
337,,,-4.8777777777777775e-05
338,,,-6.666666666666667e-05
339,,,-7.355555555555555e-05
340,,,-7.766666666666667e-05
341,,,-7.133333333333334e-05
342,,,-7.266666666666667e-05
343,,,-6.741666666666666e-05
344,,,-6.933333333333333e-05
345,,,-6.961904761904762e-05
346,,,-6.68e-05
347,,,-7.844444444444445e-05
348,,,-1.3066666666666666e-05
349,,,-1.5916666666666666e-05
350,,,-1.4285714285714285e-05
351,,,-1.0444444444444443e-05
352,,,-1.4e-05
353,,,-1.5222222222222223e-05
354,,,-1.6777777777777776e-05
355,,,-1.5523809523809525e-05
356,,,-5.333333333333334e-06
357,,,-1.2933333333333334e-05
358,,,2.666666666666667e-06
359,,,-2.666666666666667e-06
360,,,3.3333333333333333e-06
361,,,-1.5904761904761906e-05
362,,,-1.2296296296296298e-05
363,,,1.3000000000000001e-05
364,,,1.0533333333333333e-05
365,,,-4.5e-06
366,,,4.333333333333333e-06
367,,,
368,,,-1.2e-05
369,,,-6.583333333333334e-05
370,,,-7.833333333333333e-05
371,,,-5.45e-05
372,,,-4.428571428571429e-05
373,,,-5.1222222222222223e-05
374,,,-5.9904761904761905e-05
375,,,-7.226666666666667e-05
376,,,-6.857142857142857e-05
377,,,-6.966666666666666e-05
378,,,-7.533333333333333e-05
379,,,-6.25e-05
380,,,-6.944444444444444e-05
381,,,-5.9e-05
382,,,-6.933333333333333e-05
383,,,-6.693333333333334e-05
384,,,-6.45e-05
385,,,-5.961904761904762e-05
386,,,-5.914285714285715e-05
387,,,-5.6166666666666665e-05
388,,,-5.255555555555555e-05
389,,,-5.2190476190476184e-05
390,,,-5.97037037037037e-05
391,,,-6.291666666666666e-05
392,,,-6.988888888888889e-05
393,,,-7.2e-05
394,,,5.666666666666667e-06
395,,,6.666666666666667e-06
396,,,2e-06
397,,,5.333333333333334e-06
398,,,4.666666666666667e-06
399,,,1.4888888888888885e-05
400,,,1.3111111111111111e-05
401,,,1.4952380952380952e-05
402,,,1.7e-05
403,,,1.657142857142857e-05
404,,,9.142857142857144e-06
405,,,-2.6666666666666667e-07
406,,,7.333333333333332e-06
407,,,6.666666666666667e-06
408,,,-7.44e-05
409,,,-6.277777777777778e-05
410,,,-5.6666666666666664e-05
411,,,-5.644444444444445e-05
412,,,-5.5222222222222226e-05
413,,,-5.04e-05
414,,,-4.5714285714285716e-05
415,,,-4.8333333333333334e-05
416,,,-4.7523809523809523e-05
417,,,-4.833333333333334e-06
418,,,-5.333333333333338e-06
419,,,-5.3733333333333336e-05
420,,,-5.711111111111111e-05
421,,,-5.8666666666666665e-05
422,,,-5.533333333333334e-05
423,,,-5.2777777777777784e-05
424,,,-4.641666666666667e-05
425,,,-5.074074074074074e-05
426,,,-5.1416666666666665e-05
427,,,-4.855555555555556e-05
428,,,-4.2e-05
429,,,-3.5333333333333336e-05
430,,,-3.914285714285714e-05
431,,,-4.219047619047619e-05
432,,,-4.05925925925926e-05
433,,,-4.4095238095238096e-05
434,,,-4.8333333333333334e-05
435,,,-4.133333333333333e-05
436,,,-4.066666666666667e-05
437,,,-4.277777777777777e-05
438,,,3.0166666666666664e-05
439,,,2.895238095238095e-05
440,,,2.1333333333333335e-05
441,,,2.325e-05
442,,,3.655555555555556e-05
443,,,3.99047619047619e-05
444,,,3.888888888888889e-05
445,,,6.2e-05
446,,,4.0749999999999994e-05
447,,,3.433333333333333e-05
448,,,3.333333333333334e-05
449,,,2.2e-05
450,,,2.704761904761905e-05
451,,,-5.175e-05
452,,,-4.5583333333333335e-05
453,,,-4.858333333333333e-05
454,,,-4.2499999999999996e-05
455,,,-4.428571428571429e-05
456,,,-3.7833333333333336e-05
457,,,-3.876190476190476e-05
458,,,-3.84e-05
459,,,-3.2571428571428566e-05
460,,,-2.9999999999999997e-05
461,,,-3.575e-05
462,,,-3.971428571428571e-05
463,,,-4.3083333333333335e-05
464,,,-4.125e-05
465,,,-3.991666666666667e-05
466,,,-4.0095238095238093e-05
467,,,-3.6933333333333334e-05
468,,,-5.019047619047618e-05
469,,,3.352380952380952e-05
470,,,4.291666666666667e-05
471,,,4.59047619047619e-05
472,,,4.4e-05
473,,,4.066666666666667e-05
474,,,3.733333333333334e-05
475,,,3.266666666666666e-05
476,,,2.7866666666666672e-05
477,,,2.744444444444445e-05
478,,,2.88e-05
479,,,2.8777777777777773e-05
480,,,2.9249999999999996e-05
481,,,2.855555555555555e-05
482,,,2.8000000000000003e-05
483,,,2.8000000000000003e-05
484,,,3.573333333333333e-05
485,,,3.740740740740741e-05
486,,,3.6083333333333334e-05
487,,,-3.626666666666667e-05
488,,,-3.375e-05
489,,,-3.523809523809524e-05
490,,,-4.325e-05
491,,,-4.3e-05
492,,,-4.266666666666667e-05
493,,,-4.238095238095238e-05
494,,,-4.3e-05
495,,,-4.266666666666667e-05
496,,,-7.500000000000003e-06
497,,,-1.1111111111111368e-07
498,,,-2.758333333333333e-05
499,,,-3.19047619047619e-05
500,,,-3.192592592592593e-05
501,,,-3.3333333333333335e-05
502,,,3.9166666666666665e-05
503,,,3.533333333333334e-05
504,,,2.933333333333333e-05
505,,,2.933333333333333e-05
506,,,2.9111111111111105e-05
507,,,2.9111111111111105e-05
508,,,2.933333333333333e-05
509,,,2.9333333333333326e-05
510,,,2.895238095238095e-05
511,,,3.0999999999999995e-05
512,,,3.933333333333333e-05
513,,,3.9238095238095235e-05
514,,,3.875e-05
515,,,4.051851851851852e-05
516,,,4.041666666666666e-05
517,,,3.733333333333334e-05
518,,,3.066666666666666e-05
519,,,3.066666666666666e-05
520,,,3.066666666666666e-05
521,,,3.066666666666666e-05
522,,,3.0499999999999996e-05
523,,,2.933333333333333e-05
524,,,2.933333333333333e-05
525,,,3.0888888888888886e-05
526,,,3.9999999999999996e-05
527,,,5.00952380952381e-05
528,,,5.241666666666667e-05
529,,,5.358333333333333e-05
530,,,5.4000000000000005e-05
531,,,5.20952380952381e-05
532,,,4.466666666666667e-05
533,,,4.466666666666667e-05
534,,,4.466666666666667e-05
535,,,4.466666666666667e-05
536,,,4.35e-05
537,,,4.3333333333333334e-05
538,,,4.3333333333333334e-05
539,,,4.314285714285714e-05
540,,,4.614814814814815e-05
541,,,5.133333333333333e-05
542,,,5.133333333333333e-05
543,,,5.133333333333333e-05
544,,,5.175e-05
545,,,4.966666666666666e-05
546,,,4.4e-05
547,,,4.4e-05
548,,,4.4e-05
549,,,-3.19047619047619e-05
550,,,-2.600000000000001e-05
551,,,-2.600000000000001e-05
552,,,-2.600000000000001e-05
553,,,-2.4833333333333345e-05
554,,,-1.6952380952380955e-05
555,,,-1.7333333333333332e-05
556,,,-1.791666666666667e-05
557,,,-1.8e-05
558,,,-1.8e-05
559,,,-2.1999999999999996e-05
560,,,-2.7333333333333328e-05
561,,,-2.7333333333333328e-05
562,,,-2.7333333333333328e-05
563,,,-2.7333333333333328e-05
564,,,-2.7809523809523802e-05
565,,,-2.7629629629629625e-05
566,,,-2.6916666666666656e-05
567,,,4.811111111111111e-05
568,,,5.222222222222222e-05
569,,,5.2000000000000004e-05
570,,,5.22e-05
571,,,5.216666666666666e-05
572,,,5.2000000000000004e-05
573,,,5.0761904761904764e-05
574,,,5e-05
575,,,8.308333333333334e-05
576,,,6.958333333333334e-05
577,,,4.4e-05
578,,,4.4e-05
579,,,4.4e-05
580,,,4.383333333333333e-05
581,,,4.3777777777777775e-05
582,,,5.15e-05
583,,,5.285714285714286e-05
584,,,5.275e-05
585,,,-2.133333333333333e-05
586,,,-1.7333333333333332e-05
587,,,-1.7333333333333332e-05
588,,,-2.5499999999999996e-05
589,,,-2.6761904761904757e-05
590,,,-2.7333333333333328e-05
591,,,-2.7333333333333328e-05
592,,,-2.849999999999999e-05
593,,,-2.866666666666666e-05
594,,,-2.866666666666666e-05
595,,,-2.8916666666666657e-05
596,,,-2.9142857142857135e-05
597,,,-2.066666666666667e-05
598,,,-2.051851851851852e-05
599,,,-1.9333333333333337e-05
600,,,-1.9333333333333337e-05
601,,,-1.9333333333333337e-05
602,,,-2.276190476190476e-05
603,,,4.233333333333334e-05
604,,,4.133333333333333e-05
605,,,4.133333333333333e-05
606,,,4.133333333333333e-05
607,,,4.2095238095238095e-05
608,,,4.266666666666667e-05
609,,,4.266666666666667e-05
610,,,4.266666666666667e-05
611,,,5.133333333333333e-05
612,,,5.133333333333333e-05
613,,,5.133333333333333e-05
614,,,5.133333333333333e-05
615,,,5.133333333333333e-05
616,,,5.20952380952381e-05
617,,,4.3333333333333334e-05
618,,,4.3333333333333334e-05
619,,,4.3333333333333334e-05
620,,,4.35e-05
621,,,4.3333333333333334e-05
622,,,4.3333333333333334e-05
623,,,4.2476190476190475e-05
624,,,4.19047619047619e-05
625,,,-2.4888888888888893e-05
626,,,-2e-05
627,,,-2e-05
628,,,-2e-05
629,,,-2e-05
630,,,-2e-05
631,,,-2.758333333333333e-05
632,,,-2.866666666666666e-05
633,,,-2.8666666666666654e-05
634,,,-2.777777777777777e-05
635,,,-2.8074074074074066e-05
636,,,-2.7523809523809522e-05
637,,,-2.79047619047619e-05
638,,,-2.716666666666666e-05
639,,,5.257142857142857e-05
640,,,5.2000000000000004e-05
641,,,5.161904761904762e-05
642,,,5.066666666666667e-05
643,,,5.066666666666667e-05
644,,,4.9250000000000004e-05
645,,,4.0761904761904765e-05
646,,,4.133333333333333e-05
647,,,4.133333333333333e-05
648,,,4.133333333333333e-05
649,,,4.2476190476190475e-05
650,,,4.8e-05
651,,,4.8e-05
652,,,6.641666666666666e-05
653,,,9.533333333333332e-05
654,,,8.114285714285714e-05
655,,,5.6666666666666664e-05
656,,,5.3142857142857146e-05
657,,,4.922222222222223e-05
658,,,4.3333333333333334e-05
659,,,3.933333333333333e-05
660,,,3.933333333333333e-05
661,,,3.9851851851851856e-05
662,,,4.1083333333333334e-05
663,,,4.044444444444444e-05
664,,,4.008333333333333e-05
665,,,3.9999999999999996e-05
666,,,4.599999999999999e-05
667,,,-3.276190476190476e-05
668,,,-2.133333333333333e-05
669,,,-1.888888888888889e-05
670,,,-1.866666666666667e-05
671,,,-1.8571428571428572e-05
672,,,-2.4500000000000003e-05
673,,,-2.666666666666666e-05
674,,,-2.666666666666666e-05
675,,,-2.666666666666666e-05
676,,,-2.666666666666666e-05
677,,,-2.666666666666666e-05
678,,,-2.666666666666666e-05
679,,,4.611111111111111e-05
680,,,4.725925925925926e-05
681,,,5.2000000000000004e-05
682,,,5.2000000000000004e-05
683,,,5.183333333333333e-05
684,,,5.016666666666666e-05
685,,,4.9904761904761905e-05
686,,,4.644444444444444e-05
687,,,3.9666666666666664e-05
688,,,3.9666666666666664e-05
689,,,3.983333333333334e-05
690,,,3.962962962962963e-05
691,,,4.285714285714286e-05
692,,,4.666666666666667e-05
693,,,4.599999999999999e-05
694,,,4.780952380952381e-05
695,,,5.177777777777777e-05
696,,,4.9833333333333336e-05
697,,,5.4000000000000005e-05
698,,,5.4857142857142857e-05
699,,,5.514285714285715e-05
700,,,4.466666666666667e-05
701,,,-3.142857142857143e-05
702,,,-2.4000000000000007e-05
703,,,-2.3000000000000007e-05
704,,,-2.333333333333334e-05
705,,,-2.6666666666666667e-05
706,,,-2.7333333333333335e-05
707,,,-2.2000000000000006e-05
708,,,-1.7083333333333333e-05
709,,,-1.8761904761904766e-05
710,,,6.296296296296296e-05
711,,,6.019047619047619e-05
712,,,5.9999999999999995e-05
713,,,5.99047619047619e-05
714,,,4.9749999999999996e-05
715,,,4.858333333333333e-05
716,,,4.933333333333333e-05
717,,,4.933333333333333e-05
718,,,4.9500000000000004e-05
719,,,4.4e-05
0,,,-0.00010933333333333334
1,,,-0.00010888888888888889
2,,,-0.000107
3,,,-0.00010640000000000001
4,,,-0.000106
5,,,-0.000106
6,,,-0.00010653333333333333
7,,,-6.733333333333333e-05
8,,,-6.733333333333333e-05
9,,,-0.00010733333333333333
10,,,-0.00010644444444444445
11,,,-0.000109
12,,,-0.00010746666666666667
13,,,-0.00010733333333333333
14,,,-0.00011088888888888889
15,,,-0.000101
16,,,-9.911111111111111e-05
17,,,-9.866666666666666e-05
18,,,-0.00010025
19,,,-0.00010476190476190476
20,,,-0.00011066666666666668
21,,,-0.00011066666666666668
22,,,-0.00011066666666666668
23,,,-0.00011066666666666668
24,,,-0.00011083333333333333
25,,,-0.00011255555555555555
26,,,-0.00011228571428571428
27,,,-0.000112
28,,,-0.00011244444444444443
29,,,-0.00011266666666666666
30,,,-0.00011266666666666666
31,,,-0.00011238095238095239
32,,,-0.00011311111111111112
33,,,-0.00011171428571428571
34,,,-0.00011106666666666668
35,,,-0.00010975
36,,,-0.00011066666666666666
37,,,-0.00010916666666666666
38,,,-0.000109
39,,,-0.00010933333333333334
40,,,-0.00010914285714285715
41,,,-0.00010922222222222221
42,,,-0.00010533333333333334
43,,,-9.961904761904762e-05
44,,,-0.0001
45,,,-0.0001
46,,,-0.00010255555555555555
47,,,-0.00010999999999999999
48,,,-0.00010999999999999999
49,,,-0.0001108
50,,,-0.00011083333333333333
51,,,-0.00011177777777777778
52,,,-0.00011188888888888888
